#       freq (microHz)    spectrum (ppm2/microHz)   smooth spectrum (scoef1)    smooth spectrum (scoef2)    model spectrum (ppm2/microHz)
         9.414451955         1.209429913        0.8552179916         0.860284358            1.000004
         9.491619594          1.68243714        0.8262989091        0.8089207497            1.000004
         9.568787233        0.1968512187        0.7914472266          0.87485287            1.000004
         9.645954872       0.07707063462        0.5715436884        0.8787570139            1.000004
         9.723122511        0.3298157599        0.8417602194        0.8947217565            1.000004
          9.80029015         2.763303264        0.8265810065        0.8871494089            1.000004
         9.877457789        0.1361343673        0.9162478805        0.9159505804            1.000004
         9.954625428        0.4357381305         1.148668678        0.9075974448            1.000004
         10.03179307         1.259498948        0.5723331927         0.816130727            1.000004
         10.10896071        0.4579613249        0.7918139475        0.8309567001            1.000004
         10.18612835         1.014057387        0.8500168891        0.8562623915            1.000004
         10.26329598        0.6685498967        0.8302537577        0.7998677826            1.000004
         10.34046362         1.180446423        0.8621491957        0.7791465414            1.000004
         10.41763126        0.5855430768         1.007440059        0.7736334187            1.000004
          10.4947989         1.595220839         1.076950329        0.7798642299            1.000004
         10.57196654        0.9465909788         1.228921007        0.7505667841            1.000004
         10.64913418         1.788329134         1.341543023        0.7532774947            1.000004
         10.72630182         1.036031139          0.95044653        0.7490764586            1.000004
         10.80346946       0.03083486834        0.7628739056        0.7683298438            1.000004
          10.8806371        0.1963004812         0.472280583        0.7811793423            1.000004
         10.95780474         0.625955844        0.9241082437        0.7879906544            1.000004
         11.03497237         2.843341781         0.967246565        0.7815331029            1.000004
         11.11214001        0.2033881535         1.159120746        0.7518251368            1.000004
         11.18930765        0.9637972039           1.0129463        0.8123104296            1.000004
         11.26647529       0.04125806127        0.6031584517        0.8111401119            1.000004
         11.34364293         1.204190388        0.8280572665        0.8123918003            1.000004
         11.42081057         1.102983413        0.6012310116        0.7439639786            1.000004
         11.49797821       0.05649218411        0.7674129619        0.7571495898            1.000004
         11.57514585        0.7059858625        0.7499764908        0.8005122617            1.000004
         11.65231349         1.134444504        0.5151102648        0.7878367932            1.000004
         11.72948112        0.1635185086        0.5696711717        0.7805400079            1.000004
         11.80664876        0.2747358118        0.4910748364        0.7627664502            1.000004
          11.8838164        0.3916005212        0.2857642994        0.7535999812            1.000004
         11.96098404        0.3132023562        0.3871391598        0.7265341426            1.000004
         12.03815168        0.5690179499        0.4424629504        0.7510301361            1.000004
         12.11531932        0.4960309743        0.4210667895        0.7183802993            1.000004
         12.19248696        0.3060158775        0.6472873303        0.7090472485            1.000004
          12.2696546         1.218084519        0.7116597154        0.6780492339            1.000004
         12.34682224        0.8265074902        0.7098844341        0.7025606897            1.000004
         12.42398988        0.4889298492        0.8711624272        0.7314102532            1.000004
         12.50115751        0.9511278499        0.6901709219        0.7359026988            1.000004
         12.57832515        0.4941184982         1.137609782        0.7338305108            1.000004
         12.65549279          2.61626293         1.022941801        0.6923471301            1.000004
         12.73266043       0.03025792539        0.8801306624        0.7277038284            1.000004
         12.80982807        0.3798832961        0.7631486367        0.7042656226            1.000004
         12.88699571       0.02619039544        0.2749726083        0.7663596079            1.000004
         12.96416335        0.6635588163        0.8099693787        0.7843511872            1.000004
         13.04133099         2.170245007        0.9031186067        0.8041319748            1.000004
         13.11849863         0.752480208         0.938093486        0.9349226886            1.000004
         13.19566627        0.1660899127        0.8479825517        0.9513285224            1.000004
          13.2728339        0.3031150789        0.3808940839        0.9241103797            1.000004
         13.35000154        0.3018911359        0.2172272514        0.9497081673            1.000004
         13.42716918       0.09781287791        0.5670504775        0.9529063558            1.000004
         13.50433682         1.565382817        0.5635785498        0.9569108525            1.000004
         13.58150446        0.2892273678        0.6314230028        0.9683656879            1.000004
          13.6586721        0.5732689482        0.7440719205        0.9638810803            1.000004
         13.73583974        0.5484085485        0.8568485589        0.9616079981            1.000004
         13.81300738         2.016489371         1.080746069         1.033403868            1.000004
         13.89017502         1.184817408         1.031428408         1.007570474            1.000004
         13.96734266         0.375998306         1.030093352        0.9996287487            1.000004
         14.04451029        0.5430683246        0.8219726481        0.9975985896            1.000004
         14.12167793         1.184006554        0.9301823174        0.9746306924            1.000004
         14.19884557         1.617656085        0.8427499835         1.043430929            1.000004
         14.27601321       0.02626897064         1.338237271         1.008665709            1.000004
         14.35318085         2.525017473         1.523199022         1.028998166            1.000004
         14.43034849         1.923853562          1.59233873         1.022957808            1.000004
         14.50751613         1.894214916         2.907801672         1.028959296            1.000004
         14.58468377         5.288120738         2.617102108         1.031362979            1.000004
         14.66185141         1.362219215         2.147568416         1.068807508            1.000004
         14.73901904       0.04571879543          1.97087219         1.058454087            1.000004
         14.81618668         1.187430013        0.7495078435         1.056279692            1.000004
         14.89335432        0.4026633509        0.5468981368         1.094830142            1.000004
         14.97052196         0.551780388        0.7283173814         1.093670781            1.000004
          15.0476896        0.7713957738        0.5288682899         1.101140048            1.000004
         15.12485724        0.3896336466        0.5294793736         1.082302607            1.000004
         15.20202488         0.405107686         1.185996941         1.075328295            1.000004
         15.27919252         3.177850659         1.039335191         1.068076424            1.000004
         15.35636016        0.1847487725         1.069136399         1.087578393            1.000004
          15.4335278        0.5088384772         1.069790349         1.060092545            1.000004
         15.51069543        0.4077234869        0.2834306748         1.064766548            1.000004
         15.58786307       0.03241196249         1.048775472         1.095616723            1.000004
         15.66503071         3.246127962         1.227979383         1.122096664            1.000004
         15.74219835         1.225654122         1.336937564          1.10582944            1.000004
         15.81936599        0.8435562093         1.363401815         1.112410916            1.000004
         15.89653363         0.138268967         0.618432308         1.117275724            1.000004
         15.97370127        0.2662499339        0.5019453055         1.060005241            1.000004
         16.05086891        0.7597061119         1.208062799         1.060686326            1.000004
         16.12803655         3.668026181         1.258081401         1.013955725            1.000004
         16.20520419        0.3383433777         1.211297442        0.8868784276            1.000004
         16.28237182       0.07911409753         1.482654191        0.8691426564            1.000004
         16.35953946         1.845133106        0.6295268129        0.8954285565            1.000004
          16.4367071        0.2555166705        0.6440868623        0.9146588138            1.000004
         16.51387474        0.3965835751        0.8272796257        0.9721981791            1.000004
         16.59104238         0.811885151         0.368560075         1.009240049            1.000004
         16.66821002       0.01025490358        0.3754794316         1.016959976            1.000004
         16.74537766        0.2831940967        0.6084553716         1.049303063            1.000004
          16.8225453         1.328487335        0.6347479383         1.083754089            1.000004
         16.89971294        0.9170554178        0.9751286021          1.02756221            1.000004
         16.97688058         1.371777559         1.306831403         1.161743589            1.000004
         17.05404821         1.610005302         1.375276057         1.209356216            1.000004
         17.13121585          1.60226595         1.279341599         1.211678339            1.000004
         17.20838349        0.5333175863         1.406625997         1.238200855            1.000004
         17.28555113         1.880915149         1.059339988         1.169306877            1.000004
         17.36271877        0.2208612667        0.7173230429         1.141603808            1.000004
         17.43988641        0.2341981691          1.07176789          1.12201606            1.000004
         17.51705405         1.951096974        0.6077868173         1.150258622            1.000004
         17.59422169        0.0249908596        0.6038287113         1.159970955            1.000004
         17.67138933        0.2050288428        0.7084762611         1.170424856            1.000004
         17.74855697        0.6527883683        0.4949907171         1.165808989            1.000004
          17.8257246         1.097154798        0.9779030792         1.165696963            1.000004
         17.90289224         1.956640308         1.602705359          1.16971566            1.000004
         17.98005988         2.704237963         1.947872066          1.17243689            1.000004
         18.05722752         2.033455195          1.94363158         1.189045869            1.000004
         18.13439516         1.080192852         1.875310779         1.184775234            1.000004
          18.2115628         1.683357105         1.645038472         1.221334617            1.000004
         18.28873044         1.783148735          1.36921855         1.231557253            1.000004
         18.36589808        0.9301755095         2.487171322         1.247181276            1.000004
         18.44306572         5.552003937         2.669667928         1.220684182            1.000004
         18.52023335          2.41334353         2.349032847         1.214728103            1.000004
         18.59740099         0.500608413         2.389817123         1.200483765            1.000004
         18.67456863         1.093312612         1.124408352         1.162602568            1.000004
         18.75173627        0.4903688517        0.5504553071         1.139922373            1.000004
         18.82890391         0.117531352        0.4403147769         1.131830735            1.000004
         18.90607155       0.06004629187        0.4839794806         1.108783666            1.000004
         18.98323919         1.267971427        0.5250730868         1.112221252            1.000004
         19.06040683        0.6547432766        0.7901557835         1.177961233            1.000004
         19.13757447         1.177862139         1.645992092          1.34749975            1.000004
         19.21474211         3.483391524         1.412464818         1.423322347            1.000004
         19.29190974        0.3338623314          1.30874449         1.431077538            1.000004
         19.36907738        0.2398619653         1.502774528         1.424081777            1.000004
         19.44624502         1.953982291        0.8618956128         1.413573713            1.000004
         19.52341266        0.9198758635        0.8348695675         1.377218053            1.000004
          19.6005803        0.2257581502         1.343469194         1.309883035            1.000004
         19.67774794         2.274260473        0.9597637049         1.272297541            1.000004
         19.75491558        0.4191603329        0.9568334995         1.270166342            1.000004
         19.83208322         0.908155042         0.967544853         1.240958573            1.000004
         19.90925086        0.2686035643        0.5686828016          1.22310183            1.000004
          19.9864185        0.6788122671        0.6643937239         1.227105352            1.000004
         20.06358613        0.8020040221        0.4610443197          1.12233973            1.000004
         20.14075377       0.09475742531        0.5676579725         1.073532745            1.000004
         20.21792141        0.6950581756        0.4503679147         1.069578323            1.000004
         20.29508905        0.2096520359        0.4896250046          1.06756221            1.000004
         20.37225669        0.9590323817         0.555526832         1.084572829            1.000004
         20.44942433        0.3583647349         1.097711634         1.103256997            1.000004
         20.52659197         2.863797383         3.228458045         1.132080793            1.000004
         20.60375961         8.732637681         3.753173629         1.102592769            1.000004
         20.68092725         3.057894718         3.792391568         1.134600178            1.000004
         20.75809489        0.5152364896         3.169681702          1.12753372            1.000004
         20.83526252         0.372957921          1.15573035          1.05029544            1.000004
         20.91243016        0.6768322704        0.5168601471         1.050497409            1.000004
          20.9895978        0.5024139077        0.3907603291          1.04559888            1.000004
         21.06676544       0.01083721749        0.4300297077        0.9997164974            1.000004
         21.14393308        0.5300354352        0.5095578601        0.9823520328            1.000004
         21.22110072        0.9949448799        0.5127159693         0.979458207            1.000004
         21.29826836        0.5150463446        0.7772264246        0.9792635217            1.000004
           21.375436         1.068879039        0.9172966629        0.9900484067            1.000004
         21.45260364         1.090316388         1.008905209        0.9815165338            1.000004
         21.52977128         1.361379064        0.9954096512        0.9808210835            1.000004
         21.60693891         0.461064114        0.8137977713        0.9870788182            1.000004
         21.68410655        0.3424315193        0.7943856996        0.9866721195            1.000004
         21.76127419         1.012668101        0.7467393401         1.047618264            1.000004
         21.83844183         1.170793626        0.8476978235         1.032544717            1.000004
         21.91560947        0.8648980477         1.065339486         1.037342236            1.000004
         21.99277711         1.212998169        0.8342850703         1.035335446            1.000004
         22.06994475       0.08845043942         1.025346571         1.083456336            1.000004
         22.14711239         1.935039628         1.032923021         1.042268371            1.000004
         22.22428003        0.8952038486        0.8281385584        0.8363269642            1.000004
         22.30144766        0.3938603175        0.8915112222        0.7769922499            1.000004
          22.3786153        0.3419410946        0.4187315164        0.7705264353            1.000004
         22.45578294        0.0439208047        0.2246022987        0.8291853519            1.000004
         22.53295058        0.1186869778        0.1824615395        0.8270914817            1.000004
         22.61011822        0.2252972807        0.1244775457        0.8214019449            1.000004
         22.68728586        0.1100051194        0.6801156099        0.8363889163            1.000004
          22.7644535         2.266473062        0.8630827984        0.8266660116            1.000004
         22.84162114        0.8505557316        0.9484785096        0.8078041307            1.000004
         22.91878878        0.5668801255         0.981173618        0.8347551565            1.000004
         22.99595642         0.240785553        0.6468357662         0.850264381            1.000004
         23.07312405        0.9291216547        0.6306308515        0.8232931096            1.000004
         23.15029169        0.7857360727         1.122061621        0.7983723794            1.000004
         23.22745933         2.532603205         1.084894305        0.7960679973            1.000004
         23.30462697        0.0921162885        0.9530020932        0.8233095642            1.000004
         23.38179461        0.4015528072        0.9762582667        0.9108098529            1.000004
         23.45896225        0.8787607665        0.9139075551        0.8877303987            1.000004
         23.53612989         2.283200358         1.194948173         0.879330772            1.000004
         23.61329753         1.216278759         1.218305327        0.8760321149            1.000004
         23.69046517        0.4949814238         1.169741671        0.8889567204            1.000004
         23.76763281        0.6845061435        0.6630925583        0.8452783367            1.000004
         23.84480044        0.2566039071         1.038851515        0.8823406707            1.000004
         23.92196808         2.719314587         1.063375525         0.883261017            1.000004
         23.99913572        0.5930774626        0.9609570971        0.9048533492            1.000004
         24.07630336        0.2748324323         1.049385139        0.9096107834            1.000004
           24.153471        0.6103160739        0.4048363045        0.9221781284            1.000004
         24.23063864        0.1411192491        0.3166843499        0.9389033546            1.000004
         24.30780628        0.2404696444        0.6462480855        0.9574039611            1.000004
         24.38497392         1.593087374        0.9159810717         0.902594885            1.000004
         24.46214156         1.689248019        0.8835676431        0.8834967621            1.000004
          24.5393092       0.01146553454        0.9145876952        0.8867151722            1.000004
         24.61647683         0.364549853        0.6085380595        0.9076335236            1.000004
         24.69364447        0.3688888315        0.5442496035        0.9014825684            1.000004
         24.77081211         1.432094195         1.669553133        0.8889924125            1.000004
         24.84797975         4.512679651         1.640319534        0.9588180504            1.000004
         24.92514739        0.2476154582         1.680325571        0.9614964725            1.000004
         25.00231503        0.5289129792         1.592564993        0.9643388695            1.000004
         25.07948267         1.081051882        0.6157537448        0.9630718861            1.000004
         25.15665031        0.6054346593        0.6008259505        0.9336757852            1.000004
         25.23381795        0.1879042812         1.063022008        0.9341241254            1.000004
         25.31098559          2.37769721        0.9004275792        0.9700786985            1.000004
         25.38815322        0.4306741662          1.05047751        0.9948519814            1.000004
         25.46532086         1.205634383         1.062055983         1.010139585            1.000004
          25.5424885        0.2342181747        0.6229768749        0.9603146825            1.000004
         25.61965614        0.6213807756        0.7388849156        0.9594321351            1.000004
         25.69682378        0.8943063294        0.6499836645        0.9569307518            1.000004
         25.77399142        0.8500293785        0.6099566262         1.001918679            1.000004
         25.85115906       0.07411002127        0.4762691361         1.019368119            1.000004
          25.9283267       0.08663081519        0.4265966855         1.029827719            1.000004
         26.00549434         0.695616527        0.4834692434         1.014297906            1.000004
         26.08266197          1.07751961        0.6357125994        0.9911886317            1.000004
         26.15982961        0.6830834451        0.6855873556        0.9969444567            1.000004
         26.23699725        0.2861298401         1.843090404        0.9972908982            1.000004
         26.31416489         5.325628719         1.623523794         1.079321669            1.000004
         26.39133253         0.199253171         1.581565105         1.045598848            1.000004
         26.46850017         0.515248689         1.717053003         0.953407794            1.000004
         26.54566781        0.8280814317        0.6624849034          0.95751338            1.000004
         26.62283545         1.107356322        0.9212247023        0.9620301327            1.000004
         26.70000309         1.234212367         1.275703617        0.9383672895            1.000004
         26.77717073         1.933164346         1.487542623         0.935697604            1.000004
         26.85433836          1.67543746         1.427730555        0.9535175471            1.000004
           26.931506        0.8681080496         1.300757086        0.9076939069            1.000004
         27.00867364        0.7263184895        0.9569098916        0.9093903013            1.000004
         27.08584128        0.5577755676         0.581744801        0.8842742787            1.000004
         27.16300892        0.1747770974        0.9671760775        0.8971837686            1.000004
         27.24017656         2.409833156        0.9953706728        0.9166382189            1.000004
          27.3173442        0.8390968704         1.020640186        0.9488496895            1.000004
         27.39451184        0.6588536205         1.219919624        0.9410646627            1.000004
         27.47167948        0.9718948503        0.8086806004        0.9544213589            1.000004
         27.54884712        0.7648770603        0.6593310165        0.9618500163            1.000004
         27.62601475        0.2416985351        0.5892194897        0.9458179534            1.000004
         27.70318239        0.3784075133         1.258775693        0.9437508652            1.000004
         27.78035003         3.650119665         1.088351763        0.9351171107            1.000004
         27.85751767       0.08318133987         1.234186506        0.9414267682            1.000004
         27.93468531        0.8250375042         1.242544352        0.8630332002            1.000004
         28.01185295        0.4118389002        0.5074102074        0.8984764092            1.000004
         28.08902059        0.7095830854        0.5202494108        0.9247987817            1.000004
         28.16618823        0.1345381532        0.4386518453        0.9223419993            1.000004
         28.24335587        0.4986472424        0.5608676207        0.9014138303            1.000004
         28.32052351        0.9007020018        0.5196597506        0.8866488218            1.000004
         28.39769114        0.5447516051        0.6106576975        0.8823394113            1.000004
         28.47485878        0.4985299407        0.5362442568        0.8813901763            1.000004
         28.55202642        0.2009934797        0.4987181992        0.8674654381            1.000004
         28.62919406        0.7505977712        0.7124199941        0.8529490162            1.000004
          28.7063617         1.399558785         1.133478798        0.8893303115            1.000004
         28.78352934         2.182765154         1.217887504        0.8970653506            1.000004
         28.86069698         0.538628307         1.182332529         0.857020918            1.000004
         28.93786462        0.6083778713        0.9283871107        0.8435398627            1.000004
         29.01503226        0.3837771102        0.3962793245         0.833892558            1.000004
          29.0921999       0.05433400952        0.5103312686         0.820225679            1.000004
         29.16936753        0.9948360835        0.4426701169        0.8613910643            1.000004
         29.24653517        0.3377332643        0.4813548749        0.8782598052            1.000004
         29.32370281        0.5385161421         1.015242872        0.8863690919            1.000004
         29.40087045         2.189885996         1.170779233        0.8217909147            1.000004
         29.47803809         1.616981531         1.478381815         0.823635104            1.000004
         29.55520573         1.568143589         1.526205313        0.8079336859            1.000004
         29.63237337        0.7298101376         1.046291205        0.9593591495            1.000004
         29.70954101        0.2702295622         0.802948829        0.9436214832            1.000004
         29.78670865        0.6436120268        0.8511099128        0.9427913904            1.000004
         29.86387628         1.760787925         1.078024393        0.9530273513            1.000004
         29.94104392          1.63746806         1.088246633        0.9430102878            1.000004
         30.01821156        0.3111185198        0.9637590293        0.9952657615            1.000004
          30.0953792        0.1456616133         1.026818893        0.9928231875            1.000004
         30.17254684          2.01302738        0.7384965439        0.9895188309            1.000004
         30.24971448        0.4841786627        0.8627308769         1.050265463            1.000004
         30.32688212        0.8080558518        0.9012791376         1.030024901            1.000004
         30.40404976        0.2998546563         0.466262651         1.011861127            1.000004
          30.4812174        0.2729614331        0.4515229083          1.00886215            1.000004
         30.55838504         0.425219692        0.8523820631         1.011513205            1.000004
         30.63555267         2.411492471         1.006530442         1.014898623            1.000004
         30.71272031         0.916448173         1.113984829          1.04479454            1.000004
         30.78988795        0.7027789806          1.27442805         1.071499456            1.000004
         30.86705559         1.066992577        0.7107921603         1.063858474            1.000004
         30.94422323        0.1569489109        0.5309253124         1.087236183            1.000004
         31.02139087        0.1969807814         1.972444928         1.064026754            1.000004
         31.09855851         6.468857443         1.725715893         1.032434183            1.000004
         31.17572615       0.08007643558         1.711812275         1.052304241            1.000004
         31.25289379        0.1013344396           1.8895885         1.055674524            1.000004
         31.33006143        0.9080856798        0.3973790041         1.086673889            1.000004
         31.40722906        0.5000194616         1.036102534         1.080942121            1.000004
          31.4843967         2.634970553         1.110975668         1.055550836            1.000004
         31.56156434        0.4008269783        0.9011590523         1.017713624            1.000004
         31.63873198       0.06881921593          1.57126995         1.026805403            1.000004
         31.71589962         3.180463051         1.060011388         1.065007518            1.000004
         31.79306726        0.5899363081         1.323858194         1.066329139            1.000004
          31.8702349         1.456214201         1.411320692         1.058007798            1.000004
         31.94740254        0.4186692088        0.7948099535         1.082799527            1.000004
         32.02457018        0.7144200962        0.7771243276         1.124390617            1.000004
         32.10173782        0.5191938045        0.7256134503         1.139238942            1.000004
         32.17890545         1.250170692         1.136704329         1.149611921            1.000004
         32.25607309         2.063032723        0.9661228013          1.09109081            1.000004
         32.33324073       0.03209398657          1.20473048         1.076008568            1.000004
         32.41040837         1.473624517         1.207565013         1.064012387            1.000004
         32.48757601         1.261508823        0.7801265046         1.042842937            1.000004
         32.56474365        0.3532786912         1.362839485         1.105799089            1.000004
         32.64191129         2.362945909         1.210588725         1.116366823            1.000004
         32.71907893        0.8646214768         1.272762557         1.023886634            1.000004
         32.79624657         1.510204152         1.288028209         1.040192382            1.000004
         32.87341421        0.4143412992        0.8835758644          1.04485276            1.000004
         32.95058184        0.7451365293        0.6984153912         1.029733417            1.000004
         33.02774948        0.1239795842        0.4895617767         1.020633708            1.000004
         33.10491712        0.6747896939        0.8044130034        0.9620913745            1.000004
         33.18208476         1.673746206         1.134601919         1.021841019            1.000004
          33.2592524         2.065892193         1.141438286         1.022096042            1.000004
         33.33642004        0.1513250492         1.422672111         0.943256734            1.000004
         33.41358768         1.799724995         1.495110124         1.048677468            1.000004
