#       freq (microHz)    spectrum (ppm2/microHz)   smooth spectrum (scoef1)    smooth spectrum (scoef2)    model spectrum (ppm2/microHz)
         241.9977158         1.566982836        0.5879081638        0.8414793779            1.000008
         242.0748835         0.128833219        0.5951249988         0.834634713            1.000008
         242.1520511        0.3948936424        0.9547792353         0.900096631            1.000008
         242.2292188         1.728407244        0.6943419316        0.8975390093            1.000008
         242.3063864        0.5252336216        0.7504101572         1.038464262            1.000008
          242.383554        0.3531061214        0.8777979129         1.045501315            1.000008
         242.4607217         0.904444665         0.914008147         1.059243296            1.000008
         242.5378893          1.87324818        0.9049916894         1.172641415            1.000008
         242.6150569        0.4891677914         1.705835798         1.222197442            1.000008
         242.6922246         3.556482556         1.616917789         1.254654426            1.000008
         242.7693922        0.5487726275         1.714516882         1.258213616            1.000008
         242.8465599         2.263644554         1.938198137         1.262999862            1.000008
         242.9237275          1.38389281         1.310370429         1.325228835            1.000008
         243.0008951         1.045171723         1.208200966         1.313439185            1.000008
         243.0780628        0.1400947755          1.01693177         1.313694814            1.000008
         243.1552304         1.498567772         1.024946581         1.378934851            1.000008
         243.2323981         1.415952053        0.8643976887         1.407642597            1.000008
         243.3095657         0.402976154        0.8877172872         1.518786374            1.000008
         243.3867333        0.2333731692         1.505388991         1.485258806            1.000008
          243.463901         3.969254587         1.160792626          1.49012177            1.000008
         243.5410686       0.03756659234         1.827862494         1.489234978            1.000008
         243.6182363         3.071255626         1.771857304         1.463405808            1.000008
         243.6954039      0.009352411355         2.279837764         1.480701116            1.000008
         243.7725715         6.001176426         2.404047647         1.483071203            1.000008
         243.8497392        0.5344061253         1.822672171         1.454067664            1.000008
         243.9269068        0.7457537228         2.990988531         1.459809137            1.000008
         244.0040745         4.682617851         2.133844244         1.468430606            1.000008
         244.0812421         2.572599277          2.40967088         1.446910678            1.000008
         244.1584097         1.637712672         2.471792907           1.4251774            1.000008
         244.2355774        0.9942418284          1.35014304         1.416519318            1.000008
          244.312745        0.1960183835          1.32943414         1.330920458            1.000008
         244.3899126         2.489763675         1.199384601         1.323842608            1.000008
         244.4670803         1.117514518         1.017152029         1.283177361            1.000008
         244.5442479        0.2653115382         1.729894491         1.320812021            1.000008
         244.6214156         3.046988233         1.627700599         1.315186075            1.000008
         244.6985832         2.080988105          2.48009623         1.378630949            1.000008
         244.7757508         4.527097042         2.494186218         1.389128946            1.000008
         244.8529185        0.3216714927         1.872575377         1.402668659            1.000008
         244.9300861         0.560544868         1.415908013         1.470441594            1.000008
         245.0072538         0.254318649        0.4175877549         1.468186062            1.000008
         245.0844214        0.5338160098        0.5423312723         1.373261505            1.000008
          245.161589        0.8206455626        0.5246193309         1.381837865            1.000008
         245.2387567        0.4896971023        0.6031060902         1.332717696            1.000008
         245.3159243        0.5682656863        0.6583752207         1.354655615            1.000008
          245.393092        0.7548925316        0.6277050558         1.212445784            1.000008
         245.4702596        0.6979649032        0.5161926605         1.213882251            1.000008
         245.5474272       0.04364752105        0.6251055055         1.209484437            1.000008
         245.6245949         1.003917066        0.4720935029         1.101973561            1.000008
         245.7017625        0.1428445213        0.3307343189         1.044576066            1.000008
         245.7789301        0.1325281671        0.3862370917          1.02332106            1.000008
         245.8560978        0.2656586122        0.2945164918          1.02801019            1.000008
         245.9332654        0.6370346664        0.9811251636         1.026510044            1.000008
         246.0104331         2.889279209         1.153026592        0.9727372196            1.000008
         246.0876007        0.8201338815          1.75608438        0.9499829899            1.000008
         246.1647683         2.677889764         2.076447621        0.9551958324            1.000008
          246.241936         1.918487628         1.843512962        0.8951520306            1.000008
         246.3191036         1.957540573         2.416952881        0.8545330675            1.000008
         246.3962713         3.113893557         1.783268416        0.7426830326            1.000008
         246.4734389        0.1431519036         1.346714584        0.7466585517            1.000008
         246.5506065        0.1722723006         0.952484683        0.7720315671            1.000008
         246.6277742        0.3806209705        0.4506235127         0.769897992            1.000008
         246.7049418         1.106448876        0.6365528299        0.7798816647            1.000008
         246.7821095        0.8868691724        0.6716805548        0.7601961646            1.000008
         246.8592771           0.3127832        0.7244915079        0.7482268452            1.000009
         246.9364447         0.591864783        0.5903395873        0.7591062537            1.000009
         247.0136124         0.569841194        0.4641679978        0.7525242341            1.000009
           247.09078        0.3821828141        0.4551470594        0.7458642208            1.000009
         247.1679476        0.2766994464        0.5040589724         0.747475207            1.000009
         247.2451153        0.7875124353        0.6570504337         0.727566149            1.000009
         247.3222829         1.181807039        0.5955078639        0.7301606475            1.000009
         247.3994506        0.1360125348        0.6110456786        0.7302236935            1.000009
         247.4766182        0.3388507051        0.4660039023        0.7369252317            1.000009
         247.5537858        0.2073453301        0.2890084519        0.7995249679            1.000009
         247.6309535        0.4738252375        0.4163143587        0.7613952396            1.000009
         247.7081211        0.6452361619        0.4456590773        0.7523641247            1.000009
         247.7852888        0.4562295797        0.4070966568         0.690877538            1.000009
         247.8624564       0.05309564806        0.4088134108        0.6600856083            1.000009
          247.939624        0.4806922534         0.641370742        0.6162032414            1.000009
         248.0167917         1.575465487        0.5695572576        0.6509340367            1.000009
         248.0939593        0.1689756422        0.7895740755        0.6704501256            1.000009
          248.171127        0.9331629196        0.6777074016        0.7421500413            1.000009
         248.2482946        0.0332255577        0.2865721116        0.7392332317            1.000009
         248.3254622        0.0109243267        0.4951887076        0.7238203934            1.000009
         248.4026299         1.003442026        0.3848009152        0.7018444211            1.000009
         248.4797975        0.4916117499        0.4843856178        0.7280922155            1.000009
         248.5569652        0.4315643683        0.5086762783        0.7813079286            1.000009
         248.6341328        0.1080869687        0.3097044589        0.8307853602            1.000009
         248.7113004        0.2075547487        0.2484576366        0.8235399068            1.000009
         248.7884681        0.2466244609        0.1743290464        0.8607754379            1.000009
         248.8656357        0.1350500073        0.2807373393        0.8414930369            1.000009
         248.9428033        0.5337201403         1.014104681        0.8936229859            1.000009
          249.019971         3.141024114         1.293471085        0.9073892163            1.000009
         249.0971386         1.364090078         1.374430904        0.9211134349            1.000009
         249.1743063        0.4588892852         1.295607443        0.9289631279            1.000009
         249.2514739        0.2184262959        0.6820540248        0.9297268902            1.000009
         249.3286415        0.6868104407        0.3915929797         0.914018294            1.000009
         249.4058092        0.2022458969         1.402652001        0.9073623003            1.000009
         249.4829768         4.503125371         1.578994292        0.9330227217            1.000009
         249.5601445        0.9237954585         2.167358913         1.031518766            1.000009
         249.6373121         3.040268928         2.182784586        0.9987605947            1.000009
         249.7144797        0.2639485873         1.179487079         1.011793799            1.000009
         249.7916474        0.4899353426        0.9504957845        0.9992253246            1.000009
          249.868815      0.007830280297        0.5311022963         1.030974211            1.000009
         249.9459827         1.362694975         1.145238476         1.055565735            1.000009
         250.0231503         2.720493307         1.659989256         1.044247637            1.000009
         250.1003179         2.548938461         1.681122855         1.050969315            1.000009
         250.1774856       0.09236467843         1.781979284          1.09373808            1.000009
         250.2546532         1.766120688         1.105910056         1.110758919            1.000009
         250.3318208       0.01621639748          1.28542669         1.138164967            1.000009
         250.4089885         3.267004996         1.434000958         1.139379317            1.000009
         250.4861561        0.6866617507         1.214425649         1.140830802            1.000009
         250.5633238        0.8878194503         1.340704812         1.171910524            1.000009
         250.6404914        0.5213330494        0.6500474957         1.149524762            1.000009
          250.717659        0.5043757324        0.4826051364         1.121587843            1.000009
         250.7948267       0.01689231361        0.3081477312         1.135291726            1.000009
         250.8719943        0.1899898293         0.447692595         1.130700651            1.000009
          250.949162         1.079512505         1.426732172         1.132510928            1.000009
         251.0263296         4.420534041         1.488793748         1.128353875            1.000009
         251.1034972        0.2651386188         1.613872242         1.061474165            1.000009
         251.1806649        0.6903038054         1.451600104         1.041399411            1.000009
         251.2578325        0.4304239518        0.6722618508         0.994263101            1.000009
         251.3350002         1.303181027          0.85462351        0.9941128266            1.000009
         251.4121678        0.9945852553        0.8197270853         1.000914923            1.000009
         251.4893354        0.5507181066        0.9022408187         1.033490662            1.000009
         251.5665031        0.7604788854         1.112024302         1.014722066            1.000009
         251.6436707          2.14231496         1.060608122         0.965616686            1.000009
         251.7208383        0.7889205339         1.248877762        0.9054192123            1.000009
          251.798006         1.303796667         1.132557659        0.9701836348            1.000009
         251.8751736        0.2951984761        0.6452562736        0.9319387427            1.000009
         251.9523413        0.1931094172        0.8922533862        0.9457559056            1.000009
         252.0295089         1.776908984         1.127702628        0.8790477511            1.000009
         252.1066765         2.245593634         1.115556346        0.8824335395            1.000009
         252.1838442        0.2466133499         1.319040137        0.9418892012            1.000009
         252.2610118          1.00704458        0.8835087177        0.9341517552            1.000009
         252.3381795       0.03478330701         0.511915694        0.9380358059            1.000009
         252.4153471        0.7592215395        0.4592532991         1.025470013            1.000009
         252.4925147       0.03596377017        0.6644763979         1.045861261            1.000009
         252.5696824         1.827936975         0.685981895         1.062280681            1.000009
           252.64685        0.1208052957        0.7848806392        0.9623858997            1.000009
         252.7240177         1.154816516        0.8403740989        0.9784754229            1.000009
         252.8011853         0.257937609        0.5738946566         1.019708235            1.000009
         252.8783529        0.7620192058         0.871408293         1.081744464            1.000009
         252.9555206         1.310859841        0.7356919485          1.11118225            1.000009
         253.0326882        0.6119511379        0.8602770709         1.100029197            1.000009
         253.1098559        0.7562780984        0.7050321471         1.095926985            1.000009
         253.1870235        0.1410395109         1.048052582         1.163795244            1.000009
         253.2641911          2.68294158        0.9541460483         1.153346104            1.000009
         253.3413588        0.2363250035        0.9073022518         1.148990637            1.000009
         253.4185264        0.5689029124         1.021712078         1.119065557            1.000009
          253.495694        0.5986788155        0.5565000048         1.147751362            1.000009
         253.5728617        0.8220932876         1.313930234         1.242006284            1.000009
         253.6500293         3.266045919         1.224663308          1.20380299            1.000009
          253.727197        0.2118352088         1.239928044         1.150208505            1.000009
         253.8043646         0.659737761         1.912969869         1.188493363            1.000009
         253.8815322         3.514260586         1.347868328         1.177133081            1.000009
         253.9586999         1.005639757         1.728981852         1.179714454            1.000009
         254.0358675         1.736289303          1.67023311         1.172743419            1.000009
         254.1130352        0.4247427937          1.01884785         1.236914763            1.000009
         254.1902028        0.9087195454         1.352341984          1.19743264            1.000009
         254.2673704         2.339616292         1.646237932         1.206616829            1.000009
         254.3445381         2.911873096         2.160225354         1.202586955            1.000009
         254.4217057         2.480692482         2.070161253         1.205806755            1.000009
         254.4988734        0.5484631422         1.581914585         1.203135989            1.000009
          254.576041        0.3866296191         1.722748622         1.191610659            1.000009
         254.6532086         3.475209247         1.533662845         1.188633664            1.000009
         254.7303763         1.724349371         1.550222525         1.171708606            1.000009
         254.8075439        0.6147018616         1.480263477         1.199231613            1.000009
         254.8847115        0.1067934302        0.9721188346          1.14262766            1.000009
         254.9618792         1.442630676         1.531858074         1.138728227            1.000009
         255.0390468          3.96330633         1.440376909         1.162689525            1.000009
         255.1162145        0.2487772007         1.439132109          1.15389559            1.000009
         255.1933821        0.1018142279         1.522976361         1.176042036            1.000009
         255.2705497         1.778007686        0.6703081062         1.094756305            1.000009
         255.3477174        0.5526333102        0.6426233553         1.101610341            1.000009
          255.424885        0.1380381971        0.7372648422         1.168326012            1.000009
         255.5020527        0.4803801755        0.9434672964         1.102904492            1.000009
         255.5792203         2.602817503         0.867471987         1.089405032            1.000009
         255.6563879        0.2486520726        0.9550056455         1.055546326            1.000009
         255.7335556        0.4881728311         1.083315991         1.065924818            1.000009
         255.8107232        0.9936215595         0.529294019         1.084190962            1.000009
         255.8878909        0.3867296127        0.6309281448         1.060470351            1.000009
         255.9650585         0.655188576        0.7213465925           1.0428611            1.000009
         256.0422261        0.8498466219        0.5961590438        0.9897613088            1.000009
         256.1193938        0.4928713645        0.5192955792        0.9761337879            1.000009
         256.1965614       0.07927575434         0.665988383         1.138094609            1.000009
          256.273729         1.241959791        0.5582225952         1.084316842            1.000009
         256.3508967        0.4187834709        0.4550916811         1.066899354            1.000009
         256.4280643       0.08034770827        0.8171114458         1.139732199            1.000009
          256.505232         1.527354813          0.56835185         1.143479377            1.000009
         256.5823996        0.2469214078        0.8906437645         1.125107464            1.000009
         256.6595672         1.707951129        0.8742110095         1.091148529            1.000009
         256.7367349        0.0146166883        0.6138714712         1.124098817            1.000009
         256.8139025        0.4859966598         1.384232267         1.155954561            1.000009
         256.8910702         3.328364593         1.181594432         1.131889939            1.000009
         256.9682378        0.8973997878         1.294355596         1.123439058            1.000009
         257.0454054        0.4656613421         1.268341697         1.158822653            1.000009
         257.1225731        0.3819410652        0.6462211724         1.155914028            1.000009
         257.1997407        0.8398824946        0.8317125484         1.095823108            1.000009
         257.2769084         1.639365292         1.062995174         1.110707288            1.000009
          257.354076         1.390791844         1.519385675         1.116514585            1.000009
         257.4312436          2.20750307         1.398590258          1.10832212            1.000009
         257.5084113        0.3567008282        0.9895895112         1.113267298            1.000009
         257.5855789      0.003362302798         2.358157165         1.118102738            1.000009
         257.6627466         6.865062459         2.137306042         1.102882934            1.000009
         257.7399142         1.324098578         2.305043296         1.122727763            1.000009
         257.8170818         1.027649842         3.186206639         1.143283027            1.000009
         257.8942495         3.528015676         1.534111163         1.117931151            1.000009
         257.9714171        0.2566805533         1.380025055         1.132088329            1.000009
         258.0485847        0.7077541492         1.774349821         1.131849226            1.000009
         258.1257524         2.604948904         1.284043088         1.098137572            1.000009
           258.20292         1.566788747         1.563883946         1.129339553            1.000009
         258.2800877         1.376043983         1.590801107         1.091382971            1.000009
         258.3572553        0.8154227949        0.9932134053         1.131965521            1.000009
         258.4344229        0.2145980959        0.9898617116         1.122791338            1.000009
         258.5115906         1.553381972        0.7368595085         1.042826989            1.000009
         258.5887582        0.3640351712         0.582798985         1.038645797            1.000009
         258.6659259        0.1991807008        0.7401542786          1.03014396            1.000009
         258.7430935        0.8440192703        0.5319249628         1.081626916            1.000009
         258.8202611        0.7204647087        0.6073969187         1.070905465            1.000009
         258.8974288        0.6659229951        0.7037359177         1.070009052            1.000009
         258.9745964        0.5845366968        0.7048826499         1.091227004            1.000009
         259.0517641        0.8486061989        0.5850300909         1.039630891            1.000009
         259.1289317        0.2410544727        0.7402154688         1.037955979            1.000009
         259.2060993         1.286664507        0.8194528775         1.052874952            1.000009
          259.283267        0.9014863314        0.6642725071        0.9239364449            1.000009
         259.3604346        0.2278847172        0.8502765407        0.9305644684            1.000009
         259.4376022        0.9850706073        0.5463063092        0.9106916869            1.000009
         259.5147699       0.07078358089        0.3656568944         0.836996207            1.000009
         259.5919375        0.1788886721         0.682435876        0.8343305546            1.000009
         259.6691052         1.495000644        0.4835901883        0.8825070079            1.000009
         259.7462728        0.1896878568        0.8753739662        0.8335460761            1.000009
         259.8234404         1.637918693        0.8604091243        0.8068282938            1.000009
         259.9006081        0.1190293045        0.5191066265        0.7987968217            1.000009
         259.9777757        0.1297906522        0.6542226912        0.7819136848            1.000009
         260.0549434        0.7301521157        0.2761399827        0.7850745918            1.000009
          260.132111        0.1255878584        0.8566974849        0.7661593476            1.000009
         260.2092786         2.441259313        0.9270059351        0.7732213883            1.000009
         260.2864463        0.4110244532           1.1453451        0.7741851091            1.000009
         260.3636139         1.603508775         1.673825607        0.7936582817            1.000009
         260.4407816         2.239509888          1.09942542        0.7844064365            1.000009
         260.5179492        0.1436585643         1.069095392        0.7724371597            1.000009
         260.5951168        0.2897043426         0.818248506        0.7607288255            1.000009
         260.6722845        0.6001212291        0.6852515791        0.7825351069            1.000009
         260.7494521          1.70752218         1.046641817        0.7767844318            1.000009
         260.8266197         1.589219517         1.032400378        0.7564545425            1.000009
         260.9037874        0.2327385844          1.02741919        0.7468755977            1.000009
          260.980955        0.5801964781        0.6380522594        0.7424837086            1.000009
         261.0581227        0.1500544585         0.899450451        0.7368978239            1.000009
         261.1352903         2.634812283         1.002893712        0.7597573849            1.000009
         261.2124579        0.6465116287        0.9823639571        0.7575188648            1.000009
         261.2896256        0.4980774581         1.208546617        0.7272253598            1.000009
         261.3667932         1.054785097         0.584867876        0.7627697037            1.000009
         261.4439609        0.1400973195        0.5084985623        0.7565139111            1.000009
         261.5211285        0.3410343741        0.5831722491         0.755960559            1.000009
         261.5982961        0.7967722054         0.481105175        0.7708126755            1.000009
         261.6754638        0.6465168009        0.5055132279        0.7560194651            1.000009
         261.7526314        0.2377295314        0.8259911779        0.7630026791            1.000009
         261.8297991         1.622946174        0.7143958515         0.726457426            1.000009
         261.9069667        0.3503908996        0.5995546329        0.7301879122            1.000009
         261.9841343        0.1871519267        0.5691730822        0.7082947609            1.000009
          262.061302        0.1162033287        0.5936509022        0.6590927073            1.000009
         262.1384696         1.720857454        0.5088100447         0.678231521            1.000009
         262.2156373       0.01102746971        0.5803892962        0.6797231616            1.000009
         262.2928049        0.4734689327        0.6809205994        0.6694236736            1.000009
         262.3699725        0.5183285417        0.2637585241        0.6329374735            1.000009
         262.4471402       0.05220915247        0.4514104614        0.6042169052            1.000009
         262.5243078         0.761635219        0.5793347331        0.7105384171            1.000009
         262.6014754        0.9851660193        0.4720895648        0.7109568992            1.000009
         262.6786431       0.08934786833        0.5298523875        0.7087752777            1.000009
         262.7558107        0.2832604432        0.7423089857        0.7034730619            1.000009
         262.8329784         1.611461612        0.8429392285        0.7381739595            1.000009
          262.910146          1.38768699         0.844826067        0.7900137215            1.000009
         262.9873136       0.09689522236        0.9549797835        0.7675321035            1.000009
         263.0644813        0.7238753094        0.5867203058        0.7700158623            1.000009
         263.1416489        0.1384237011        0.3410276627           0.7693587            1.000009
         263.2188166         0.404916418        0.5616661548        0.7507253482            1.000009
         263.2959842        0.9794491906        0.5207583023        0.7353127515            1.000009
         263.3731518        0.5602438997        0.6680980582        0.7738369711            1.000009
         263.4503195        0.7277827245        0.6347258889        0.7900685473            1.000009
         263.5274871        0.2714277408        0.6171663693        0.7944438109            1.000009
         263.6046548        0.9092111122        0.5644478867        0.8020807134            1.000009
         263.6818224        0.3493699694        0.4295376322        0.8077209022            1.000009
           263.75899        0.1881417062        0.4236992412         0.773654973            1.000009
         263.8361577         0.248074177        0.3064956591        0.7935090969            1.000009
         263.9133253         0.440396784         1.340552932        0.7850835145            1.000009
         263.9904929         4.485599063         1.442751446        0.7953246482            1.000009
         264.0676606        0.5969357601         1.396430302        0.8128651552            1.000009
         264.1448282       0.06278959982         1.892012019        0.7970822878            1.000009
         264.2219959         2.422723652         1.279249136        0.8079505035            1.000009
         264.2991635          2.03454753          1.77293218        0.8136638139            1.000009
         264.3763311         2.571667938         1.796114875         0.814376527            1.000009
         264.4534988          0.15552038         1.250295879        0.8049197735            1.000009
         264.5306664         0.239447669        0.8203459682        0.8081608026            1.000009
         264.6078341        0.3147478855        0.1902885166        0.8122603657            1.000009
         264.6850017       0.05143813217        0.1589116543        0.8128684475            1.000009
         264.7621693       0.03001293053        0.5437243159        0.8444624506            1.000009
          264.839337         1.778698315          1.03308965        0.8750803151            1.000009
         264.9165046         2.272209223         1.151580478        0.8645844423            1.000009
         264.9936723        0.5254014431         1.267234252        0.8624894286            1.000009
         265.0708399        0.4926280281        0.9080123938         0.859169595            1.000009
         265.1480075        0.3418108812        0.4295151599        0.8861112564            1.000009
         265.2251752         0.358220287        0.4994629046        0.8685665045            1.000009
         265.3023428        0.8051924221        0.4104173068        0.8718524714            1.000009
         265.3795104         0.136445637        0.5569580594        0.9077994897            1.000009
         265.4566781        0.9279738915        0.6558603456        0.9057178811            1.000009
         265.5338457        0.7538294318        0.4871423706         0.924666821            1.000009
         265.6110134         0.130320522        0.8080046238        0.8636959817            1.000009
          265.688181          1.41989465        0.6554812213        0.8910740393            1.000009
         265.7653486        0.3178802817        0.5449661059        0.9113626889            1.000009
         265.8425163        0.3117689703         0.820683843        0.8561597112            1.000009
         265.9196839          1.23319147        0.8450422188         0.818739867            1.000009
         265.9968516         1.517328153         0.830791585        0.7747969533            1.000009
         266.0740192        0.2608777467        0.9398989877        0.8150050856            1.000009
         266.1511868        0.7481985811        0.9821470765        0.8192442243            1.000009
         266.2283545         1.402183826         1.010222788        0.9260039789            1.000009
         266.3055221         1.629630997         1.084906921        0.9552456937            1.000009
         266.3826898        0.5596142801         1.016968114         1.036803239            1.000009
         266.4598574        0.4764433511        0.8151695025         1.014027808            1.000009
          266.537025        0.5949893816        0.7450353021        0.9735549715            1.000009
         266.6141927         1.349094196        0.6569869909         1.026137609            1.000009
         266.6913603        0.2074210352        0.6580783145         1.023692707            1.000009
          266.768528        0.4808086455        0.9158365792         1.057125284            1.000009
         266.8456956          1.62602244        0.6197654889         1.082414437            1.000009
         266.9228632        0.1648098346        0.8674988249         1.099604485            1.000009
         267.0000309         1.198354379         1.258988036         1.131815422            1.000009
         267.0771985          2.04676549         1.275496942         1.122813769            1.000009
         267.1543661         1.692058064         1.452878379         1.149114953            1.000009
         267.2315338        0.8743355825          1.20694092         1.151331834            1.000009
         267.3087014        0.2146045445        0.8296879888         1.122349971            1.000009
         267.3858691        0.5377537638        0.6101613194         1.124827716            1.000009
         267.4630367         0.813951387        0.8325388422         1.123515013            1.000009
         267.5402043         1.763845674        0.8811410103         1.099879271            1.000009
          267.617372        0.4090132169         1.892987087         1.069490401            1.000009
         267.6945396         4.585138071         1.994775921         1.081507612            1.000009
         267.7717073         1.221106724         2.376893187         1.067768098            1.000009
         267.8488749         3.292314735         2.491560152         1.033516673            1.000009
         267.9260425        0.8676810762         1.508599576        0.9969572443            1.000009
         268.0032102        0.6532957678         1.860499633        0.9993958145            1.000009
         268.0803778         2.628706954         1.136128933         1.026176431            1.000009
         268.1575455        0.3948319339         1.338987157         1.016653008            1.000009
         268.2347131         1.679113974         1.518109812        0.9896438542            1.000009
         268.3118807         1.369786387         1.234131664        0.9929694854            1.000009
         268.3890484         1.492794364         1.491644455         1.020369269            1.000009
          268.466216         1.424883094         1.213842911         1.034388434            1.000009
         268.5433836        0.5679078014         1.322865509         1.051038879            1.000009
         268.6205513         1.805876776         1.004415856         1.026945566            1.000009
         268.6977189        0.2189957512        0.7133501181         0.991671932            1.000009
         268.7748866        0.2606201438        0.6756206884        0.9497726998            1.000009
         268.8520542        0.4169900823         0.288966706        0.9608995578            1.000009
         268.9292218         0.259260847        0.3061582142         0.997544486            1.000009
         269.0063895        0.2877617837        0.3164465187         1.112192188            1.000009
         269.0835571        0.3017733618        0.3975905456         1.104163257            1.000009
         269.1607248        0.7415661901         0.382429836         1.066914377            1.000009
         269.2378924        0.1986180082        0.3185210991         1.115352738            1.000009
           269.31506       0.03212683648        0.2848912191         1.014053875            1.000009
         269.3922277        0.1672538417         0.263788944         1.002808974            1.000009
         269.4693953        0.6571570896        0.6010514402        0.9582814267            1.000009
          269.546563         1.547667993        0.6465328465         1.055707567            1.000009
         269.6237306        0.2140524618        0.6719014015         1.056646879            1.000009
         269.7008982        0.2687280615        0.5927236996         1.016098066            1.000009
         269.7780659        0.3404462821        0.6000067039         1.022634132            1.000009
         269.8552335          1.57680001         1.093190845        0.9928651829            1.000009
         269.9324011         2.186789026         1.233715735        0.9604848225            1.000009
         270.0095688         0.830827621          1.20725963        0.9523650393            1.000009
         270.0867364        0.2346218628        0.9720146614        0.9170884291            1.000009
         270.1639041        0.6358201356         0.429339599        0.9669004028            1.000009
         270.2410717       0.01608877686        0.5514851689        0.9303447058            1.000009
         270.3182393         1.319409901        0.9129301218        0.9356942993            1.000009
          270.395407         1.680401674          2.03489055         1.012238201            1.000009
         270.4725746         5.123661848         2.154066894         1.028525556             1.00001
         270.5497423        0.4927941553         1.892687034         1.044437673             1.00001
         270.6269099         0.273890458         2.059223529         1.040357145             1.00001
         270.7040775         2.346547657        0.9116039607         1.055213601             1.00001
         270.7812452        0.5331835728        0.9812330897         1.085040044             1.00001
         270.8584128        0.7713106713         1.290563684         1.081086831             1.00001
         270.9355805         1.511212836          1.89510844         1.127963731             1.00001
         271.0127481          4.76472668         1.934529612         1.136793835             1.00001
         271.0899157        0.6908682618         1.993390548         1.126681315             1.00001
         271.1670834         1.006754413         1.779655982         1.242264183             1.00001
          271.244251        0.6562745752        0.7105633193         1.333973589             1.00001
         271.3214186        0.4883560271        0.5564892462         1.355131506             1.00001
         271.3985863       0.07457196961        0.5968014017         1.409505607             1.00001
         271.4757539         1.168003035         0.436187429         1.436306441             1.00001
         271.5529216       0.01381868451        0.9541951101         1.422125677             1.00001
         271.6300892         2.560386752         1.021464342         1.417153655             1.00001
         271.7072568         0.343648897        0.8377084561         1.411911288             1.00001
         271.7844245        0.4329794912         1.664847835         1.399124398             1.00001
         271.8615921         3.322376202         1.291872224          1.40683487             1.00001
         271.9387598         1.068484307         1.429896381         1.387502476             1.00001
         272.0159274        0.8957455244          1.35278667         1.350743743             1.00001
          272.093095        0.1245406444        0.7462005207         1.224402862             1.00001
         272.1702627        0.8960316064        0.9627354212         1.219981794             1.00001
         272.2474303          1.93462391        0.7489214144         1.224344823             1.00001
          272.324598       0.04048949704         1.194586963         1.170903898             1.00001
         272.4017656         1.907202837         1.100693563         1.177897868             1.00001
         272.4789332        0.5204580104        0.6802016554         1.170405389             1.00001
         272.5561009        0.2526562771         2.212824956         1.139262615             1.00001
         272.6332685         6.170982701         2.706631425         1.020249036             1.00001
         272.7104362         3.882428713         2.855278112         1.033211449             1.00001
         272.7876038         1.115044756         3.420966616         1.049228328             1.00001
         272.8647714         2.515410296         2.540429283         1.039933032             1.00001
         272.9419391         2.648833366         1.974711729         1.047742115             1.00001
         273.0191067         1.619558496         1.853937215         1.061716355             1.00001
         273.0962743        0.6319467034         1.231316441         1.043401218             1.00001
          273.173442       0.02492719663         0.600194234         1.049342611             1.00001
         273.2506096          0.12434454        0.2764315213        0.9915331652             1.00001
         273.3277773        0.3245076452        0.2549733864          0.99990494             1.00001
         273.4049449        0.5461141639        0.3012546739         1.008715404             1.00001
         273.4821125        0.2100523466        0.2876751887        0.9296926001             1.00001
         273.5592802       0.07002659916        0.2855361412         1.003564052             1.00001
         273.6364478         0.315951455        0.2611105051        0.9890853576             1.00001
         273.7136155        0.4484116195        0.2608250799        0.9865134854             1.00001
         273.7907831        0.2089106458        0.4465540226         1.007730746             1.00001
         273.8679507          0.81294237         0.485469036        0.9773557195             1.00001
         273.9451184        0.4716115088        0.4397416013        0.9998905774             1.00001
          274.022286        0.2655018806        0.3885598209        0.9530183797             1.00001
         274.0994537      0.004183524036        0.4876654218        0.9532076852             1.00001
         274.1766213         1.209364774        0.7816199402        0.9721468184             1.00001
         274.2537889         1.647429582        0.7863601528        0.8214491883             1.00001
         274.3309566        0.2844627309        0.9854941108        0.7275442908             1.00001
         274.4081242        0.8007193562        0.8415383102        0.7266059512             1.00001
         274.4852918        0.6335415711        0.5385303017        0.6846263425             1.00001
         274.5624595        0.4353975488        0.5302832194        0.6357020661             1.00001
         274.6396271        0.2514744015         0.392105608        0.6094350176             1.00001
         274.7167948        0.2480089106        0.4033501883         0.593870996             1.00001
         274.7939624        0.6785198922        0.4908503086        0.6426142482             1.00001
           274.87113        0.7853980301        0.4683477246         0.672774244             1.00001
         274.9482977        0.1614640656         1.412181094        0.7002272029             1.00001
         275.0254653         4.023342388         1.321700557        0.7443235133             1.00001
          275.102633        0.3165977441         1.130767489        0.7819809002             1.00001
         275.1798006       0.02166575719         1.526581976        0.7859522509             1.00001
         275.2569682         1.744722013        0.7006520955        0.7782848236             1.00001
         275.3341359        0.7196228674        0.8569736119        0.8017430404             1.00001
         275.4113035        0.9418838098        0.8596359052        0.8023910205             1.00001
         275.4884712       0.03231493042          0.55546296        0.7837352258             1.00001
         275.5656388        0.5280302322        0.6281126441        0.7909654026             1.00001
         275.6428064         1.010221604        0.4284110654        0.7897095829             1.00001
         275.7199741        0.1430774952        0.4518905362        0.7987516547             1.00001
         275.7971417        0.1262328135        0.5892607715        0.7818955745             1.00001
         275.8743093         1.077511173         0.545761857        0.7451311078             1.00001
          275.951477         0.836225946        0.6829580615        0.7556014933             1.00001
         276.0286446        0.6918623131        0.7936189967        0.7836605725             1.00001
